FROM,TO,TIME,AIRLINE
HND,CDG,00:50,IBE
PEK,DFW,22:25,AAL
SIN,PVG,21:30,KLM
LHR,JFK,21:20,AFR
ORD,NRT,16:15,AFL
FRA,CDG,23:00,AFL
ATL,CPT,23:10,AFL
ORD,AMS,14:25,SWR
LHR,MXP,01:40,DLH
FCO,MAD,21:45,KLM
MAD,MXP,19:15,RYR
FCO,NRT,02:35,IBE
NRT,LAX,22:25,MAS
PVG,CPT,06:05,SWR
LAX,ATL,08:55,UAL
NRT,CDG,08:50,AZA
CDG,PVG,17:20,AZA
ATL,JFK,16:50,RYR
ZRH,FCO,07:15,UAL
CDG,NRT,05:10,MAS
AMS,MXP,04:20,IBE
SIN,AMS,09:40,IBE
LHR,PVG,10:45,ANA
CDG,PEK,03:25,BAW
CPT,MAD,02:10,IBE
MAD,SIN,03:35,AZA
DXB,PVG,23:15,AEE
AMS,NRT,13:35,MAS
PEK,LAX,11:40,BAW
CPT,HND,01:55,IBE
AMS,JFK,01:00,BAW
FCO,JFK,14:00,AZA
MXP,NRT,15:15,AAL
MAD,FRA,03:15,KLM
FRA,HND,07:05,IBE
PEK,FRA,01:40,WZZ
FRA,SIN,12:20,KLM
ATL,CPT,14:00,KLM
PVG,CPT,18:40,AFR
SIN,FRA,08:10,AFR
FRA,NRT,06:50,UAL
AMS,PVG,01:30,AFR
MXP,PVG,00:25,SWR
FCO,MAD,11:50,AEE
JFK,ZRH,12:20,KLM
ORD,FCO,05:45,AFR
HND,PVG,20:55,AFL
NRT,CDG,11:55,AFL
SIN,MXP,03:55,IBE
DFW,NRT,11:10,AEE
CPT,LHR,01:45,RYR
LHR,FRA,03:55,WZZ
HND,PVG,15:45,SWR
CDG,JFK,21:00,AEE
PEK,MXP,14:25,BAW
FCO,CPT,07:55,WZZ
HND,FCO,03:20,AFR
CDG,HND,16:35,WZZ
MXP,ORD,03:40,WZZ
ORD,FCO,13:15,MAS
CDG,ORD,11:00,DLH
LHR,FCO,14:35,WZZ
MXP,DFW,00:55,RYR
LHR,JFK,09:50,LOT
CDG,ORD,08:50,IBE
ZRH,PVG,05:25,KLM
ZRH,SIN,13:05,FIN
PVG,DFW,14:35,FIN
DXB,ATL,17:35,AAL
PEK,DXB,09:45,AFL
LAX,CDG,05:55,UAL
ORD,CDG,14:00,WZZ
NRT,PEK,04:00,MAS
ORD,PEK,02:20,KLM
MXP,DFW,11:35,KLM
CDG,MXP,19:45,SWR
FCO,SIN,01:15,AEE
PEK,ATL,22:05,RYR
FRA,ATL,03:55,RYR
NRT,FRA,05:00,ANA
MAD,ATL,12:35,UAL
JFK,CDG,12:25,UAL
LHR,DFW,19:30,RYR
MAD,PEK,19:20,DLH
DXB,PEK,02:55,AFL
MXP,ORD,00:40,RYR
FRA,SIN,14:40,AFL
PVG,MAD,13:05,WZZ
HND,JFK,19:55,AFR
CDG,SIN,04:40,AFL
JFK,CPT,22:35,MAS
FCO,MXP,23:10,AEE
DFW,CDG,08:00,AAL
AMS,CDG,08:55,IBE
CPT,MAD,08:05,DLH
CDG,FCO,11:20,AZA
AMS,HND,16:10,LOT
FCO,DFW,09:50,SWR
HND,ATL,15:20,AZA
HND,CDG,21:30,SWR
CPT,ATL,15:00,RYR
CDG,FCO,04:55,DLH
LAX,FCO,23:45,UAL
MAD,ORD,05:45,SWR
NRT,CPT,05:20,MAS
HND,ORD,14:00,AFR
JFK,ATL,22:35,FIN
PEK,MAD,14:15,UAL
LAX,PVG,09:15,ANA
FCO,DFW,03:35,AAL
MAD,MXP,01:20,WZZ
MAD,ATL,02:30,AFR
FRA,ATL,07:05,SWR
LAX,CPT,07:30,IBE
AMS,SIN,06:20,BAW
ATL,LHR,01:10,IBE
HND,ZRH,23:45,AAL
FCO,DFW,23:00,MAS
MXP,NRT,07:55,FIN
FCO,SIN,05:45,SWR
CDG,PVG,10:40,AFR
MXP,FCO,12:25,FIN
MXP,MAD,02:30,AAL
MAD,HND,23:15,MAS
AMS,HND,01:45,AFR
DFW,ZRH,15:50,BAW
JFK,FCO,02:20,KLM
AMS,NRT,03:25,AAL
CPT,NRT,14:00,LOT
CPT,DXB,06:55,DLH
CDG,DFW,21:05,AEE
FCO,DFW,06:25,WZZ
NRT,CDG,20:40,UAL
AMS,CPT,23:05,IBE
CDG,SIN,08:35,IBE
CPT,CDG,03:55,MAS
CPT,DFW,19:30,DLH
PVG,LAX,10:40,MAS
DXB,LHR,12:15,SWR
HND,AMS,10:20,AAL
ORD,MAD,20:25,SWR
JFK,FRA,18:45,AFR
PEK,MAD,12:05,AFL
ZRH,MXP,20:25,LOT
ORD,MXP,18:05,FIN
SIN,PVG,17:15,LOT
SIN,PVG,22:25,SWR
ZRH,LAX,23:35,DLH
MXP,CPT,06:55,UAL
NRT,PEK,22:45,AFR
DFW,CDG,19:55,BAW
HND,DXB,03:40,AEE
AMS,HND,17:30,SWR
PEK,MAD,15:15,IBE
JFK,ATL,03:20,RYR
LAX,FCO,09:35,IBE
SIN,CPT,06:10,DLH
NRT,FRA,15:25,IBE
JFK,DXB,14:35,RYR
JFK,MXP,00:55,SWR
MAD,FCO,01:55,SWR
DXB,NRT,00:30,IBE
HND,AMS,22:05,FIN
ZRH,AMS,19:20,WZZ
MXP,LHR,04:45,AAL
CPT,PVG,21:50,RYR
ORD,CDG,08:30,LOT
AMS,NRT,06:30,AAL
ATL,ZRH,17:40,LOT
DXB,NRT,10:55,FIN
LHR,LAX,12:25,LOT
MXP,NRT,12:50,SWR
ORD,PEK,12:10,ANA
HND,AMS,03:15,AEE
PEK,CDG,11:05,LOT
MXP,JFK,11:05,AZA
LHR,JFK,21:00,BAW
NRT,LHR,03:00,RYR
PEK,AMS,05:45,AFR
FRA,PVG,03:40,ANA
SIN,LAX,20:20,MAS
PVG,LAX,21:05,MAS
LHR,HND,15:15,DLH
ZRH,JFK,09:35,IBE
FCO,NRT,15:05,BAW
DFW,CDG,13:05,DLH
CDG,PEK,02:35,WZZ
NRT,JFK,16:50,IBE
PEK,LHR,13:30,AFL
MAD,LHR,14:55,AAL
HND,ORD,01:20,IBE
MXP,MAD,19:10,AZA
CDG,ZRH,18:20,ANA
NRT,FCO,22:50,DLH
HND,LAX,08:15,WZZ
FCO,DXB,11:45,AAL
AMS,CDG,17:10,BAW
LHR,ATL,17:00,WZZ
MAD,DXB,02:50,IBE
SIN,FCO,18:55,DLH
DFW,ATL,07:40,AFL
ORD,FRA,01:25,LOT
JFK,ORD,06:40,RYR
CDG,CPT,23:10,SWR
ORD,CDG,21:15,IBE
AMS,ATL,08:05,AFL
FRA,PVG,00:15,BAW
DFW,MXP,03:35,BAW
CPT,ZRH,11:50,SWR
PVG,AMS,10:20,WZZ
FCO,LAX,17:40,DLH
MXP,HND,07:00,MAS
FRA,MAD,21:30,BAW
PVG,ZRH,12:30,MAS
ATL,AMS,00:30,AFR
SIN,LAX,09:40,KLM
FCO,PVG,15:50,WZZ
JFK,MXP,13:55,KLM
MAD,CDG,20:30,UAL
NRT,DFW,05:55,AZA
PEK,ZRH,18:55,AZA
ORD,ATL,23:55,AFL
LAX,DXB,13:15,AFL
CDG,PVG,23:25,FIN
CPT,FRA,14:45,AZA
CDG,MXP,17:25,MAS
LHR,PVG,01:30,RYR
CDG,SIN,05:15,DLH
HND,NRT,00:55,BAW
DXB,CDG,09:20,AEE
FRA,PEK,16:45,FIN
CDG,HND,09:50,AFL
FRA,CPT,03:00,DLH
FRA,CPT,02:10,IBE
FCO,MXP,03:30,AEE
PEK,DXB,04:05,AFL
MXP,CPT,03:45,ANA
AMS,DXB,11:20,AEE
PVG,MAD,14:15,AAL
DFW,MXP,15:15,UAL
MAD,PEK,14:20,UAL
ZRH,JFK,09:05,AAL
CPT,ZRH,12:00,WZZ
MXP,FRA,22:10,KLM
CDG,SIN,14:40,UAL
CDG,NRT,05:20,DLH
SIN,LAX,02:50,AEE
PVG,CPT,02:45,AEE
LAX,ZRH,12:45,MAS
LAX,ZRH,17:15,UAL
DFW,FCO,11:30,AZA
SIN,DXB,12:15,AFL
HND,MAD,22:50,LOT
LAX,CDG,08:15,ANA
CPT,LHR,01:40,UAL
CPT,DXB,08:55,FIN
FCO,ORD,01:55,LOT
ZRH,HND,06:25,AZA
FCO,AMS,03:55,ANA
FCO,SIN,11:50,AFR
JFK,NRT,07:50,MAS
AMS,PEK,09:40,DLH
PVG,DXB,09:10,AAL
FRA,JFK,09:25,MAS
ATL,LHR,01:20,AAL
DFW,PVG,16:35,SWR
DXB,ORD,20:40,SWR
JFK,FCO,23:00,LOT
MAD,SIN,19:20,KLM
NRT,CPT,09:20,IBE
MXP,FRA,07:45,AEE
SIN,ATL,21:20,WZZ
FRA,AMS,01:25,AFL
CPT,MXP,02:55,AFR
AMS,ZRH,20:00,AAL
HND,ZRH,16:55,BAW
LAX,ORD,18:55,UAL
NRT,PVG,13:25,LOT
LAX,CPT,01:10,AFL
ORD,PVG,12:35,MAS
HND,PVG,04:25,AFR
LHR,CDG,18:40,AFR
ATL,LHR,18:20,SWR
DFW,ATL,12:15,AZA
MXP,JFK,11:55,AFR
ATL,JFK,10:35,AEE
PVG,LAX,11:10,MAS
CDG,CPT,13:50,LOT
CDG,PVG,23:20,KLM
MXP,AMS,10:45,ANA
CDG,MAD,18:10,RYR
ATL,MXP,09:45,AEE
ATL,FCO,04:55,IBE
ATL,PVG,23:50,AFR
LHR,MXP,03:40,AZA
DXB,ORD,05:50,SWR
LAX,PEK,07:05,AZA
MAD,CPT,09:05,KLM
SIN,DXB,15:45,ANA
HND,PVG,16:25,DLH
AMS,FRA,05:50,AZA
JFK,LHR,18:05,AZA
NRT,HND,21:40,WZZ
ORD,ATL,03:30,BAW
CPT,ATL,06:45,AFR
DFW,PEK,10:10,AZA
CPT,HND,11:35,ANA
CDG,NRT,03:50,ANA
CPT,AMS,07:20,AFL
PVG,FRA,04:45,UAL
PVG,ORD,06:15,RYR
ORD,DFW,07:50,ANA
HND,LHR,23:00,AFL
MAD,MXP,06:05,ANA
FCO,LAX,02:25,WZZ
DXB,ZRH,02:20,FIN
ORD,CPT,08:30,AAL
ZRH,PVG,08:20,AZA
ATL,JFK,23:05,DLH
CPT,PEK,03:35,IBE
MAD,FRA,12:15,FIN
DFW,LHR,14:55,WZZ
FRA,MXP,12:10,MAS
LHR,LAX,07:10,MAS
ORD,MAD,15:50,IBE
MAD,CDG,07:20,AFR
PEK,LHR,22:10,AAL
JFK,CPT,05:50,FIN
ORD,ATL,03:15,FIN
JFK,PVG,02:55,FIN
MXP,ORD,07:00,AFL
PEK,LHR,00:25,IBE
DFW,PVG,10:05,BAW
ZRH,JFK,04:35,DLH
ORD,ATL,21:50,UAL
ORD,JFK,23:55,WZZ
SIN,NRT,03:00,LOT
DXB,PEK,16:25,FIN
DXB,ZRH,07:55,SWR
ZRH,DXB,17:55,FIN
FRA,ORD,17:25,KLM
HND,CPT,03:20,AFR
PVG,HND,17:45,MAS
JFK,AMS,15:00,LOT
SIN,FCO,11:45,UAL
ORD,CPT,18:40,UAL
JFK,SIN,14:30,LOT
LHR,PVG,12:45,IBE
FCO,ATL,13:50,AFL
MXP,JFK,22:05,AFR
FRA,JFK,04:40,AEE
ORD,CPT,19:20,BAW
FCO,PVG,22:20,SWR
JFK,FCO,22:15,DLH
ATL,ORD,16:20,LOT
DFW,NRT,22:55,BAW
LHR,MXP,04:00,BAW
HND,ZRH,18:50,DLH
AMS,MXP,00:55,IBE
PEK,FRA,07:10,RYR
FCO,FRA,12:50,IBE
PEK,ZRH,17:05,RYR
LAX,AMS,07:35,AZA
FCO,ATL,11:20,LOT
ZRH,PVG,16:25,UAL
LAX,JFK,14:15,LOT
LAX,FCO,10:05,AAL
ORD,CDG,06:55,FIN
CPT,ZRH,01:10,IBE
MAD,DFW,22:40,KLM
LHR,ATL,14:40,LOT
CPT,ZRH,17:10,DLH
FRA,AMS,08:10,IBE
PEK,MXP,08:30,ANA
ATL,AMS,15:05,AZA
FCO,PEK,13:30,DLH
NRT,PEK,07:10,DLH
FRA,MAD,18:25,IBE
ZRH,FRA,21:20,UAL
MXP,NRT,03:45,SWR
FCO,DFW,08:30,MAS
HND,ATL,18:35,LOT
DFW,HND,10:15,UAL
NRT,PEK,00:55,AFL
LHR,JFK,19:15,FIN
NRT,CDG,13:15,RYR
AMS,DFW,23:40,AFR
AMS,MXP,12:05,AZA
SIN,DXB,23:05,KLM
PEK,MXP,09:05,AFL
FRA,ZRH,23:55,FIN
LHR,AMS,17:25,IBE
FCO,LHR,06:40,RYR
AMS,DXB,00:40,LOT
LAX,ORD,16:55,MAS
PEK,LAX,19:10,BAW
LHR,HND,22:45,MAS
JFK,SIN,07:35,FIN
LAX,NRT,04:05,FIN
AMS,SIN,06:20,LOT
FRA,ORD,21:55,IBE
NRT,ATL,00:10,AFR
FCO,AMS,11:20,AFL
AMS,MXP,15:20,DLH
MAD,NRT,07:40,LOT
HND,MXP,23:55,KLM
SIN,AMS,16:55,RYR
FRA,JFK,17:20,AFR
MAD,HND,16:20,BAW
NRT,MAD,13:00,IBE
MAD,CPT,12:30,KLM
LAX,CPT,19:30,RYR
LAX,CPT,06:45,AZA
SIN,ATL,17:50,AEE
DFW,ORD,16:50,UAL
MXP,PEK,23:10,MAS
PEK,SIN,22:30,IBE
SIN,PEK,05:35,FIN
FCO,PVG,14:35,UAL
CPT,AMS,11:05,SWR
CDG,SIN,00:55,IBE
LHR,CDG,23:35,AFR
CPT,ZRH,01:45,WZZ
ATL,CPT,08:40,MAS
SIN,NRT,16:20,KLM
HND,PVG,17:10,AFL
HND,FCO,13:50,ANA
ORD,MXP,13:05,LOT
PEK,FCO,17:55,BAW
FCO,MAD,12:20,FIN
SIN,CDG,08:45,MAS
CPT,NRT,05:10,IBE
LAX,ORD,02:15,IBE
ZRH,AMS,13:15,AEE
AMS,CPT,19:30,BAW
SIN,LAX,08:05,WZZ
MAD,JFK,13:45,WZZ
PVG,FRA,07:35,BAW
ORD,LHR,10:55,DLH
DXB,ZRH,06:20,LOT
ORD,HND,14:55,AAL
PEK,CPT,23:30,SWR
CDG,ZRH,19:55,BAW
SIN,LAX,22:40,AFR
ATL,CPT,23:50,AEE
ATL,SIN,08:15,SWR
PEK,DXB,01:20,RYR
MXP,JFK,22:30,UAL
PEK,LAX,18:15,SWR
JFK,FCO,09:45,UAL
FCO,ATL,08:15,AAL
NRT,MXP,14:10,KLM
PVG,PEK,15:50,IBE
FCO,CDG,10:35,UAL
FCO,LHR,09:55,BAW
NRT,MAD,09:00,AFL
DFW,NRT,15:45,AEE
AMS,HND,12:15,BAW
JFK,CPT,18:15,WZZ
ATL,ORD,17:35,AZA
AMS,PEK,07:10,WZZ
MAD,NRT,01:45,SWR
PVG,ATL,02:45,KLM
ATL,CDG,08:00,KLM
ZRH,JFK,23:20,KLM
HND,SIN,08:55,UAL
MXP,ZRH,10:15,SWR
HND,MAD,14:15,KLM
DXB,JFK,00:10,AFL
HND,FRA,03:00,IBE
SIN,ZRH,09:50,AFR
CDG,MXP,22:15,AZA
LHR,NRT,03:15,AZA
MAD,NRT,14:10,KLM
DXB,CDG,02:05,BAW
LHR,DXB,18:15,AEE
DFW,FCO,18:50,RYR
FCO,ZRH,11:35,AFL
ZRH,MXP,17:40,MAS
SIN,JFK,04:25,AFL
DXB,FRA,23:00,AFL
CPT,MAD,08:10,RYR
ZRH,NRT,20:30,BAW
SIN,FRA,23:45,LOT
MXP,DFW,09:30,KLM
FCO,PVG,19:05,AAL
FRA,LAX,13:55,AEE
PEK,ATL,22:40,ANA
ORD,JFK,07:00,MAS
PVG,NRT,03:25,MAS
ZRH,FCO,11:00,UAL
MAD,ORD,19:55,AAL
DFW,DXB,18:30,FIN
DXB,LAX,20:00,KLM
LHR,CPT,01:30,BAW
MXP,DFW,05:40,AAL
DFW,ORD,13:30,IBE
CPT,DXB,08:00,RYR
FRA,HND,10:55,RYR
NRT,SIN,16:10,IBE
ZRH,PEK,23:45,KLM
ATL,HND,05:40,UAL
MXP,LAX,06:20,RYR
LHR,JFK,08:50,FIN
LHR,FCO,05:05,ANA
ATL,CPT,17:10,KLM
ATL,AMS,14:30,BAW
MAD,LHR,05:30,UAL
PVG,SIN,15:50,LOT
LHR,FCO,07:20,AEE
ZRH,LAX,11:25,AFR
MAD,DXB,04:45,WZZ
ZRH,FRA,13:40,RYR
LAX,PVG,23:15,AEE
MXP,PEK,05:45,AFL
NRT,AMS,19:00,KLM
CPT,LHR,11:00,UAL
LAX,MAD,18:30,MAS
CPT,SIN,01:45,DLH
ATL,NRT,00:55,KLM
JFK,DXB,06:55,AEE
LHR,NRT,01:55,LOT
MXP,CDG,05:05,UAL
MXP,CDG,18:25,KLM
ZRH,AMS,07:10,DLH
PEK,HND,03:10,AFR
LHR,FRA,02:55,AFL
CDG,SIN,01:10,LOT
CPT,ATL,19:45,LOT
FRA,LAX,21:35,FIN
ORD,HND,09:45,DLH
AMS,NRT,21:05,UAL
JFK,PVG,16:45,MAS
CPT,PVG,14:00,WZZ
MAD,ORD,10:00,IBE
MXP,DXB,00:40,IBE
MXP,CPT,13:30,KLM
JFK,CDG,13:55,SWR
PVG,ORD,14:45,AFR
PVG,JFK,20:05,MAS
CDG,ORD,04:35,BAW
LAX,CDG,23:40,LOT
ATL,SIN,22:40,RYR
DFW,MXP,10:25,SWR
ATL,ZRH,19:55,AFL
HND,MXP,03:15,AZA
JFK,NRT,19:00,IBE
FCO,FRA,04:55,LOT
PEK,AMS,20:20,DLH
SIN,AMS,12:35,SWR
CDG,HND,01:05,AZA
CDG,AMS,15:35,RYR
CDG,LAX,04:30,DLH
MXP,PVG,13:15,RYR
JFK,MAD,21:10,LOT
PEK,DXB,07:55,LOT
PVG,JFK,12:50,MAS
MXP,PEK,05:35,UAL
DFW,FRA,12:40,RYR
AMS,MXP,22:25,ANA
CPT,LHR,02:10,WZZ
JFK,SIN,11:40,AFL
CPT,SIN,19:20,AAL
DXB,FRA,09:05,WZZ
AMS,LAX,18:35,SWR
SIN,LAX,19:00,MAS
AMS,FCO,19:50,BAW
ATL,PVG,19:30,KLM
FCO,PEK,06:30,RYR
SIN,LHR,20:05,UAL
CPT,NRT,12:55,LOT
FCO,FRA,05:50,BAW
MXP,CDG,22:25,DLH
MXP,SIN,15:50,WZZ
DXB,DFW,04:00,IBE
DXB,ORD,07:05,UAL
PVG,ORD,19:35,BAW
DFW,ZRH,08:55,ANA
PVG,CPT,02:05,UAL
MXP,PEK,01:45,AFL
HND,LHR,01:00,ANA
DXB,CDG,11:25,AEE
NRT,PVG,08:00,SWR
CDG,NRT,14:20,ANA
PEK,ATL,16:00,DLH
FCO,SIN,03:10,SWR
AMS,DXB,07:20,BAW
LHR,ORD,08:25,AEE
CDG,ORD,22:20,MAS
DFW,PVG,15:45,AZA
AMS,CDG,15:55,SWR
LHR,CDG,06:20,KLM
LHR,NRT,06:20,IBE
LAX,FRA,22:15,KLM
MAD,ORD,15:45,IBE
LAX,ATL,23:45,AFL
ORD,NRT,11:35,ANA
CDG,HND,15:55,AEE
LHR,NRT,23:30,DLH
LAX,MXP,12:25,AEE
CDG,PEK,08:50,UAL
LHR,ORD,01:25,SWR
SIN,MAD,17:35,AFL
CPT,ZRH,06:50,FIN
MAD,ORD,18:35,ANA
AMS,ZRH,16:45,AZA
JFK,NRT,09:30,KLM
ORD,DFW,01:40,AEE
PVG,FRA,11:20,DLH
NRT,FRA,21:25,UAL
PVG,LHR,03:45,DLH
LAX,CDG,17:55,LOT
ORD,ZRH,05:35,AEE
PVG,MAD,22:50,AAL
JFK,AMS,23:55,AFL
PVG,LHR,16:35,MAS
HND,ZRH,00:05,RYR
PEK,CDG,15:50,AFL
PEK,MXP,15:35,AEE
MAD,SIN,22:05,LOT
LHR,FCO,13:25,AEE
ATL,FCO,23:05,AFL
MAD,FCO,04:20,AAL
MAD,CDG,02:50,BAW
SIN,NRT,20:00,LOT
FRA,CPT,14:55,AEE
CDG,SIN,19:40,AAL
FRA,PVG,16:30,AFL
DXB,AMS,18:15,LOT
MXP,JFK,00:35,RYR
FRA,DXB,05:05,SWR
JFK,ATL,16:55,DLH
LAX,NRT,02:40,SWR
PEK,MXP,14:05,DLH
AMS,PVG,06:05,AFR
DFW,NRT,01:55,AEE
AMS,DXB,01:10,SWR
MAD,JFK,02:40,FIN
ATL,CPT,04:25,WZZ
FCO,LAX,18:00,DLH
FRA,JFK,23:25,ANA
FCO,AMS,06:20,UAL
AMS,JFK,03:30,ANA
NRT,MAD,00:40,AZA
HND,SIN,01:55,IBE
FCO,ATL,14:45,MAS
ORD,NRT,05:25,ANA
LAX,PVG,05:50,AZA
CDG,LHR,01:00,AAL
FCO,DFW,03:45,WZZ
ZRH,AMS,04:55,ANA
AMS,ZRH,18:35,BAW
CPT,LHR,05:00,AFR
PVG,ORD,10:05,KLM
LAX,FRA,09:50,UAL
HND,DXB,06:55,MAS
FRA,CDG,03:35,AFR
ZRH,CDG,14:05,DLH
ATL,FRA,00:10,FIN
ATL,MXP,06:55,UAL
NRT,AMS,20:30,UAL
CPT,FCO,22:00,MAS
CDG,LAX,08:45,IBE
DXB,AMS,03:25,DLH
DXB,PEK,14:45,AAL
AMS,NRT,17:45,DLH
JFK,MAD,07:45,WZZ
PVG,ORD,22:40,AFL
DXB,MAD,11:15,DLH
ATL,ZRH,02:25,SWR
FRA,NRT,07:30,UAL
ATL,JFK,12:25,AFL
FRA,LAX,20:45,UAL
DFW,CPT,06:00,MAS
MAD,HND,02:25,FIN
CPT,FCO,10:30,UAL
PEK,ZRH,01:30,LOT
ZRH,MAD,02:40,AFR
DXB,LHR,01:45,AFR
FCO,PVG,08:15,LOT
JFK,MXP,11:45,DLH
AMS,DXB,03:05,AZA
CDG,JFK,23:15,WZZ
MAD,ORD,10:00,SWR
DXB,FCO,09:15,AFR
AMS,LAX,18:55,AFL
AMS,PEK,07:45,IBE
LHR,FRA,07:05,DLH
FRA,LHR,11:50,FIN
NRT,AMS,01:50,UAL
ZRH,ORD,17:40,AFR
DXB,CPT,14:55,FIN
MXP,ATL,11:30,ANA
MXP,FCO,16:00,SWR
CDG,SIN,13:15,IBE
SIN,LAX,09:30,MAS
HND,CDG,08:35,RYR
MAD,DFW,05:40,WZZ
DFW,PVG,22:10,BAW
DFW,PEK,19:05,AAL
FRA,JFK,12:50,AZA
FCO,LAX,19:10,BAW
ORD,CDG,10:55,FIN
HND,MAD,04:45,FIN
FCO,ATL,13:10,IBE
ATL,DXB,22:10,KLM
FRA,MAD,22:50,FIN
SIN,LHR,20:00,UAL
ORD,DFW,15:15,FIN
CDG,PEK,09:40,AZA
ATL,HND,11:00,KLM
JFK,ATL,06:10,AFL
ATL,LAX,09:45,KLM
DXB,ATL,10:20,AFR
AMS,LAX,22:15,MAS
MAD,HND,20:05,ANA
HND,ORD,11:45,AAL
CPT,JFK,23:15,AEE
DFW,FRA,10:10,RYR
NRT,LAX,07:50,FIN
ZRH,ORD,19:50,ANA
ZRH,PEK,12:30,RYR
ORD,AMS,12:35,KLM
LAX,DXB,08:45,RYR
HND,JFK,19:10,UAL
MAD,DFW,21:55,KLM
LAX,CPT,10:00,SWR
LAX,AMS,16:05,LOT
PEK,NRT,16:15,AAL
JFK,ZRH,10:40,AZA
HND,LAX,05:40,SWR
ZRH,HND,05:10,RYR
CDG,FCO,05:40,MAS
JFK,AMS,01:15,BAW
FRA,DFW,09:15,AFR
PVG,MXP,01:35,ANA
CPT,ORD,18:50,RYR
ORD,ATL,20:35,WZZ
MXP,CDG,15:50,IBE
AMS,NRT,02:40,SWR
ATL,CPT,01:05,AFL
FCO,DFW,09:05,RYR
AMS,ZRH,02:40,RYR
ATL,MXP,02:15,ANA
DXB,LHR,13:25,KLM
FRA,PVG,03:35,AFR
MXP,CPT,00:45,AAL
CPT,LAX,20:35,UAL
CDG,AMS,09:35,ANA
PVG,AMS,11:35,UAL
CDG,DFW,17:00,AFR
JFK,AMS,01:35,LOT
NRT,DFW,22:15,AAL
ZRH,PEK,00:55,RYR
ATL,MXP,17:00,AFL
PEK,DFW,08:50,RYR
MAD,ORD,04:25,AEE
JFK,PVG,04:10,AEE
PVG,CPT,15:05,AFL
JFK,FRA,16:35,ANA
CDG,DXB,04:15,UAL
DXB,CPT,03:05,AFR
LAX,ZRH,00:15,UAL
MAD,CDG,08:55,WZZ
SIN,ZRH,19:40,BAW
LHR,FCO,09:55,AEE
MAD,JFK,16:05,BAW
AMS,CPT,18:20,DLH
DXB,MXP,20:45,BAW
AMS,MXP,05:30,AZA
MXP,FRA,13:15,LOT
LAX,ATL,23:35,AFL
JFK,LHR,14:45,AEE
ATL,PVG,09:05,UAL
DXB,JFK,08:40,AFR
HND,PVG,09:50,RYR
DFW,ORD,03:30,IBE
CDG,SIN,06:50,ANA
PVG,ORD,21:45,IBE
MAD,AMS,18:45,SWR
JFK,CPT,01:00,AZA
FCO,NRT,11:45,AFR
LHR,DXB,22:35,MAS
NRT,JFK,05:20,ANA
ZRH,LAX,04:05,UAL
AMS,ORD,23:30,BAW
PVG,FCO,14:45,KLM
MXP,AMS,18:35,UAL
JFK,PEK,23:15,AAL
NRT,LAX,22:25,DLH
DXB,NRT,23:00,AEE
FCO,CPT,23:15,LOT
ZRH,DFW,17:15,RYR
AMS,PEK,03:05,ANA
CPT,JFK,01:15,AZA
FRA,DXB,04:20,WZZ
FRA,ZRH,04:50,AFL
ZRH,ORD,12:35,AAL
CPT,MXP,09:50,AZA
MAD,JFK,05:20,AFL
PVG,SIN,09:30,KLM
ORD,ZRH,10:05,AEE
AMS,DXB,01:45,AZA
ATL,FCO,01:45,RYR
PVG,PEK,11:05,AFR
LAX,ZRH,17:20,FIN
PVG,DXB,17:35,DLH
NRT,FRA,11:25,SWR
ATL,JFK,08:20,AEE
NRT,PEK,07:30,DLH
HND,MAD,02:35,UAL
LHR,LAX,12:25,SWR
NRT,FCO,10:35,AFR
ORD,PVG,16:10,LOT
AMS,ATL,09:30,WZZ
FCO,LHR,16:10,AFL
FCO,ZRH,03:45,AAL
CPT,PEK,15:10,WZZ
LHR,ATL,03:05,KLM
CDG,DXB,13:20,IBE
HND,CPT,05:30,BAW
SIN,ATL,21:10,BAW
ATL,FRA,21:50,ANA
SIN,LHR,00:00,SWR
MXP,FCO,06:55,FIN
MXP,AMS,21:10,WZZ
FRA,MXP,23:55,AEE
LHR,ZRH,00:10,MAS
ATL,DFW,08:05,ANA
LHR,NRT,22:25,BAW
ORD,DXB,23:00,IBE
FCO,FRA,14:05,SWR
PEK,LHR,15:55,SWR
JFK,MAD,05:40,WZZ
LAX,CPT,21:20,ANA
FCO,ATL,14:35,FIN
PEK,NRT,20:15,BAW
ATL,NRT,20:40,AFR
CDG,DFW,23:05,WZZ
LHR,FRA,03:35,RYR
MXP,AMS,09:35,AFL
CPT,SIN,16:20,AFR
FCO,LHR,19:30,SWR
PEK,MXP,18:45,AFL
JFK,PVG,21:20,UAL
HND,DXB,17:25,AFR
FCO,DXB,13:20,AEE
SIN,JFK,19:30,RYR
AMS,MXP,06:25,ANA
AMS,NRT,09:15,AAL
AMS,CPT,11:30,UAL
CDG,SIN,16:55,SWR
SIN,HND,03:45,WZZ
PVG,NRT,10:15,DLH
DXB,JFK,22:05,KLM
CDG,ATL,18:05,BAW
DFW,DXB,07:50,AFR
LAX,CPT,12:00,SWR
DXB,ATL,06:55,AFL
DFW,AMS,01:25,AFR
MXP,CPT,21:05,RYR
SIN,CPT,19:40,MAS
FRA,SIN,13:40,LOT
AMS,SIN,11:15,AEE
ORD,PEK,16:55,BAW
ORD,JFK,06:35,FIN
SIN,PEK,03:05,FIN
LHR,ATL,02:50,ANA
NRT,ATL,20:45,RYR
AMS,ZRH,02:25,RYR
